initial_design, DcGain, Voltage_Ripple
"[1.3591309424626862e-05, 1.628000202281095e-05, 2.4854051468650923e-06, 1.3914050803865349e-05, 8.270265671764338e-06, 9.480634826428178e-06, 0.00013706753056943983, 0.00047356174660747496, 0.00038246914016160403, 0.11868352684412736, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.9381287,0.03114472
"[1.1722445418771805e-05, 9.00973891462415e-06, 1.868839767477242e-05, 1.5971426381235264e-05, 1.5988269289314033e-05, 3.154058399960523e-06, 0.00011174216162578796, 0.0009761094798050603, 0.000836320781507265, 0.18108815576091222, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.6457661,0.09145466
"[1.0856494419261965e-05, 6.127073952964329e-06, 1.8982310243792156e-05, 1.989957016893472e-05, 3.340439617361707e-06, 7.339551995657753e-06, 0.0009136745292170248, 0.0003027448445998562, 0.00037042346989611257, 0.581775406643686, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0678884,0.278864
"[1.1813813455619118e-05, 1.0692308485204626e-05, 1.1781529763622625e-05, 1.5364837550278583e-05, 1.2609170434218595e-05, 5.967913737009145e-06, 8.157969656492618e-05, 0.00044871872935955216, 0.0005227616642880943, 0.601486284829511, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0125576,4.0874
"[1.6792049736319322e-05, 1.1267051821018067e-05, 6.793000435733014e-06, 5.03149568692038e-06, 1.756608702575096e-05, 1.9002987351930618e-05, 0.0009302037922991307, 0.00013152558106669645, 0.0009178094768794701, 0.48072548252538033, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.156793,0.108202
"[1.9493925611349257e-05, 1.794846078177053e-06, 6.7750560743098364e-06, 1.1630587322765399e-05, 1.8712043864658338e-05, 6.449501451622482e-06, 0.00046152254027538825, 0.00031751976081300834, 0.000884497791405105, 0.7320887510259335, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.213392,0.2348
"[8.725896699665201e-06, 8.34138136016107e-06, 3.913094017903042e-06, 1.8747134833761816e-05, 2.250326421313825e-06, 1.1037875155406852e-05, 0.0008619508546950412, 0.0003751343035260547, 0.0005404753933087399, 0.526815826702753, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0489428,0.307387
"[5.268045484283898e-06, 6.556708680086493e-06, 1.876540393569467e-05, 1.9274779810121142e-05, 1.5650997877810813e-05, 8.481469772499366e-06, 0.0004669843855568162, 0.0004788227321429894, 0.00028410718352216147, 0.2309455388296037, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.3751278,0.1819138
"[7.470604459471413e-06, 4.134575160149794e-06, 1.3365177146026963e-05, 1.648028389116942e-05, 8.601424755104039e-06, 9.859699092224409e-06, 7.352106650847961e-05, 0.0006627232749028198, 0.0006576221112365721, 0.7473732787790102, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0319847,1.18346
"[7.690314759286468e-06, 9.930370141102094e-06, 1.9704846628427165e-05, 1.0503534988289838e-05, 1.3102758922584631e-05, 7.962455688691944e-06, 0.0003223224406411894, 0.00043659406104154405, 0.0003058197928855761, 0.8846016612251351, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.848331,0.0934179
"[1.1085515151938739e-05, 9.559003964751898e-06, 1.2857009555381384e-05, 5.678125560439604e-06, 1.9327999844746662e-05, 4.320833747393754e-06, 3.017963716819095e-06, 0.0008156491274128644, 0.0003730031709272553, 0.10635291663664675, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.8568112,0.03000987
"[1.2015390514251217e-05, 8.38881655224672e-06, 8.790578388497579e-06, 1.2492866262705018e-05, 1.2018580314919032e-05, 6.192075131817085e-06, 0.00030211632065451965, 0.00010064812652928559, 0.0004682060852002979, 0.30784409299960724, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.2583588,0.3023984
"[1.332559595273979e-05, 6.232317755467959e-06, 8.502213996909185e-06, 7.286445595973049e-06, 8.68552961488331e-06, 1.651606085074746e-05, 0.0004073126443060974, 0.00013536636995609158, 0.00015728492053763247, 0.242572252319113, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.4050851,0.1822616
"[1.465599237250666e-05, 1.6703480308027074e-05, 2.6273671098467547e-06, 8.698364548402985e-06, 1.1375842360686934e-05, 1.311096728747103e-05, 0.00041126667963301743, 0.0009861587949776373, 0.0003617376035589531, 0.10689410258340008, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.909483,0.06122498
"[1.6590795402412533e-05, 1.720924831545555e-05, 1.5382073197110234e-05, 1.7520319228519373e-05, 1.8760933830331703e-05, 1.3176332690304293e-05, 0.0002555524152012014, 7.088826108831793e-05, 0.0009322565928894308, 0.12041830365050706, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.9664167,0.0840342
"[1.276584997149208e-05, 1.8748475312110076e-05, 1.8635587001736017e-05, 3.7563029329145635e-06, 1.5829945860093757e-05, 6.668360610494566e-06, 0.00021018926439627438, 0.0007848474428806035, 0.0009023540333910649, 0.6918823450065339, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.10573,0.145301
"[1.814626423749213e-05, 7.298271401571752e-06, 1.0203998136188975e-05, 8.73825327645184e-06, 8.306555476865471e-06, 8.559954381224519e-06, 0.0005642674990133016, 0.0005183734654823418, 0.00046677973678507524, 0.24685918688411312, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.2869888,0.2465259
"[8.167703577318248e-06, 1.1560882203004076e-05, 1.740480261676164e-05, 1.2666884415896703e-05, 1.5473981163714233e-05, 1.41962771459232e-06, 0.0005318758075458339, 0.0004108627216550454, 0.0005776409537641446, 0.8056172424200292, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.254612,0.195845
"[9.275143461239565e-06, 1.5484268207909965e-05, 1.8705866485442002e-05, 1.2338285333298138e-05, 1.766412600008841e-05, 1.3387397544579806e-05, 0.00020093870431326052, 0.00022614440135720865, 0.000632360638131833, 0.2303291277248642, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.4106104,0.04011642
"[1.2327273242317121e-05, 1.1423173046607143e-05, 9.163993100294974e-06, 1.223813568433808e-05, 1.3280845514681776e-05, 1.1074025396929305e-05, 0.0006894442616953543, 0.0002924752882077688, 0.0005779904464111767, 0.2291352227593844, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.3953104,0.02210681
"[1.4252721833612187e-05, 1.2397765677935816e-05, 3.2067832749073515e-06, 1.5445433701783656e-05, 9.153295680670976e-06, 8.839523057911187e-06, 0.0005596200971833703, 0.0008325625746160322, 0.0009452779034533572, 0.4893910515064636, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.05188545,0.3497865
"[1.1908073340803196e-05, 1.1040633488614453e-05, 1.7402572671049813e-05, 1.1356501601757464e-05, 1.3184382093511995e-05, 1.9051237184758763e-05, 0.00015294627040410354, 9.151974258745735e-05, 0.0006045158138414102, 0.23156856614486138, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.3858755,0.1250128
"[7.009843236365266e-06, 7.4721298218875335e-06, 4.431880817477734e-06, 1.9555957039884416e-05, 7.214346590003952e-06, 1.4082467505171237e-05, 0.0004039594067779266, 0.00032384857143851603, 0.0009627045264407068, 0.1573588765020728, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.6539517,0.0208079
"[4.083325437104609e-06, 1.9684893182922423e-05, 1.861271173189777e-05, 3.669086436723083e-06, 4.7592012455283845e-06, 8.757410208744567e-06, 0.0007103712235720304, 0.0008575546865578783, 0.0008381258629474126, 0.6678139418680571, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0443289,0.169237
"[1.5096098583773173e-05, 5.425136512004869e-06, 3.954529309194433e-06, 6.93973540504179e-06, 2.597394168110531e-06, 1.1632855629019197e-06, 0.00043153795013847247, 0.00022444947900735566, 0.0006534353220152646, 0.27652230575734726, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.1240909,0.1899911
"[5.068660525648863e-06, 1.2411652952462925e-05, 1.1850686223475552e-05, 5.159466324320339e-06, 1.2540568004370086e-05, 2.5177164148827e-06, 0.000884137980320656, 0.0007893877538991946, 8.14915283064737e-06, 0.4453692784843298, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0144484,2.59846
"[2.5584610297687816e-06, 6.628395828551286e-06, 3.32352047205404e-06, 6.7946854389162155e-06, 1.6869929874112694e-05, 9.965339621770574e-06, 0.00023058836323980767, 0.0006538011111921927, 0.0003508832419654074, 0.13249837011498555, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.7047185,0.04541917
"[9.298046647811005e-06, 8.54769571044599e-06, 8.813620427832917e-06, 1.8764811898939523e-05, 8.741758401798696e-06, 1.4540077246197179e-05, 0.00040648025287214333, 0.0008658636805253268, 0.0005060210332222848, 0.23847968449556906, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.387294,0.1060834
"[1.2799408883027439e-06, 1.3779868675034292e-05, 2.7665890904079217e-06, 1.8307227384940375e-06, 1.1565014497631415e-05, 1.8330654146293067e-05, 0.0009356943068976305, 0.000346413701834643, 0.00037448180021495975, 0.25207633150087894, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.2929192,0.04570561
"[1.9630492852193613e-05, 1.4932213160681252e-05, 1.540827803978416e-05, 4.797271698119117e-06, 2.2453540657396866e-06, 3.0162246459468943e-06, 0.0005429794729267599, 0.00019428734416547237, 0.00043245908781659514, 0.48187980943990616, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0106068,0.643702
"[3.955601107786027e-06, 1.0038797272678579e-05, 6.97128210408402e-06, 1.3919515045806657e-06, 1.9210288304443582e-05, 8.566792877320562e-06, 0.00035200224135577843, 0.0007083837550304584, 0.0006886990298196418, 0.49868508921173227, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.04768007,0.6401526
"[8.398056937043127e-06, 1.7834345505896526e-05, 1.3640438899836612e-05, 1.264650134151845e-05, 1.1085142819567115e-06, 8.859001358391553e-06, 0.000293725297762671, 0.0007998511550891854, 0.0005567354071669588, 0.8316782843005801, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.276006,0.214958
"[1.909088198829084e-05, 9.74664982537748e-06, 1.6679676114545373e-05, 1.0129228177797535e-06, 3.0577918762703716e-06, 1.751098684203241e-05, 0.0006106660770565554, 0.0009613463638873617, 0.0009868220311088141, 0.23358977764706793, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.5540576,0.1130553
"[2.0742232036228995e-06, 1.609043170797487e-05, 1.6333000824024667e-05, 1.4178455030973593e-05, 7.643629215520708e-06, 6.768660820976907e-06, 0.0006428116535464652, 0.0006431508797281871, 1.4277696400507543e-05, 0.6487805604597352, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.03804876,0.423166
"[5.277258183891251e-06, 1.2007706102316046e-05, 1.1457571693407926e-05, 1.7779487697213872e-05, 1.2590776341662443e-05, 1.838710759365997e-05, 0.0009368337033462697, 0.0007818642196097181, 0.0007486863910850574, 0.4494269318923452, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.02417431,0.6611436
"[1.8464658814769643e-05, 1.0865834930628663e-05, 1.1210183558166076e-05, 5.409505033287708e-06, 1.12502272499864e-05, 1.4055559180632279e-05, 0.0008284434798482488, 0.0009804998875582824, 0.0007219851695385763, 0.6293321908180078, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.255468,0.0992917
"[1.0978260226026233e-05, 1.4987361914082508e-05, 1.548980550808402e-05, 6.792252627958609e-06, 6.4508173127890885e-06, 5.639010013041983e-06, 0.00040073950410477366, 0.0006947450669862117, 0.0007734235405166391, 0.21695305600847745, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.4614137,0.07857829
"[8.169553488712197e-06, 6.145938135422294e-06, 1.7772791190700363e-05, 1.357260298603995e-06, 4.237890319373575e-06, 1.2923280792049539e-05, 0.00036412018768532237, 0.00031197963839685474, 0.00041713619676129234, 0.8201736340609107, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.193673,0.270964
"[1.089534214128114e-06, 1.740616228388301e-05, 1.9642846384450332e-05, 1.1175035417058481e-06, 2.3546718764081485e-06, 1.6486329825947198e-05, 0.0007912176571639852, 0.0008716229211440458, 2.5829117750794927e-05, 0.5840198238856129, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.03095013,0.296572
"[3.0929771472936994e-06, 1.0500015486361282e-05, 1.8784137397228342e-05, 1.7979004489965022e-05, 1.4963737342043993e-05, 1.6572052478677057e-05, 0.00038335427186816836, 0.00037314110163357787, 0.0009727063189091423, 0.39729834054112056, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.116823,0.2584821
"[8.738317723911901e-06, 2.8135539231651933e-06, 1.5437252156500576e-05, 1.2904349100336628e-05, 1.1588476361705285e-05, 2.202661989214557e-06, 0.0004593621207152008, 8.68371845302568e-05, 0.0007846663170746075, 0.41404084678236347, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0453745,1.985964
"[1.3155111757319148e-05, 1.0844277825012221e-06, 5.403446035433749e-06, 4.045164685956983e-06, 1.3451954127346921e-05, 3.3492811864980795e-06, 0.0004774067438288866, 0.0007846721193137131, 0.000805709936943176, 0.38967795048407566, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0160415,2.56755
"[1.3214200827343932e-05, 1.0367762722017329e-05, 1.5959238625982527e-05, 3.3780454543307253e-06, 1.6128447254663081e-06, 1.1902547661111423e-05, 0.00013410495452648315, 1.794086339350495e-06, 3.890317572918601e-05, 0.3609545188548658, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.03834868,0.2968045
"[1.854924296744449e-05, 6.106322524313803e-06, 3.2478743622456555e-06, 1.5291538192231832e-05, 1.8512808218369575e-05, 1.2982420192871904e-05, 0.0005597555868288649, 0.0006285936233129453, 0.0005303226014481841, 0.444129797712569, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0141453,0.904528
"[1.613499844631961e-05, 1.9483791790280005e-05, 1.146034772991616e-06, 1.1585574942837453e-05, 9.032433165465285e-06, 9.777394566160426e-06, 0.0006700568136413524, 0.0008640416068211101, 0.00032031661105903856, 0.7533529697376373, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.2959,0.299368
"[1.5552665318229696e-06, 1.1598384866178582e-05, 1.1087201950345024e-05, 1.0396756974125074e-05, 1.58270854837057e-05, 4.43085522134935e-06, 0.0001667304028683729, 0.0005829890654985713, 0.0009361868517565596, 0.22750093025055132, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.4123647,0.06345803
"[1.677525674514937e-05, 5.453644237251643e-06, 1.5034756346848532e-05, 3.4167453750352126e-06, 1.5053633656780157e-05, 1.7599235992953036e-05, 0.0006728356557691058, 0.0009584501945514014, 0.0001851704850473961, 0.4370350547664825, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.008688942,4.02342
"[1.6457716548699975e-05, 1.3509087136654348e-05, 1.4815408728959008e-05, 1.9065230960254026e-05, 1.2795419309219073e-06, 8.2374233790771e-06, 0.00016909355536766862, 0.0008473933109083378, 0.0004385923267162545, 0.4073698036963927, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.05806512,0.2277824
"[1.2004760775053562e-05, 5.534108598072977e-06, 1.031423518453636e-05, 1.5679021210613446e-05, 1.0590134156539371e-05, 1.4755423853899285e-05, 6.175136995916167e-05, 0.000722148996881513, 0.0005440819797527994, 0.2087984390581163, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.5694108,0.01764255
"[7.3182575249773426e-06, 1.8607017025272807e-05, 9.715238048285671e-06, 1.2399572244694851e-05, 2.4347470630656344e-06, 1.1007628890811565e-05, 4.6336554833819146e-05, 0.0008226405615771843, 0.0001548492528924369, 0.36352829036242923, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.09543488,0.05460925
"[7.791983069015583e-06, 5.541200688925723e-06, 3.3093108077128178e-06, 5.346253900969173e-06, 1.5616914201297147e-05, 2.7661715392507693e-06, 0.0005585094448452039, 0.00039044914587397345, 0.00037244995516423494, 0.4913783450520626, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.06592228,1.021137
"[1.9615689609602588e-05, 1.610319563927304e-05, 6.054364018265866e-06, 6.528384996263403e-06, 1.6284908421202784e-06, 4.7678154851755955e-06, 0.00068805941356632, 0.0007216318626913809, 0.0002468080487846904, 0.1324670913594551, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.6607598,0.1359895
"[3.6047396041652397e-06, 8.97692279374989e-06, 7.4385134514431395e-06, 9.21073078973991e-06, 1.3247421660169947e-06, 1.5652686006987576e-06, 0.00022897321177934484, 0.0009943150963127058, 0.0007784998986943558, 0.3392060354374545, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.07515547,0.4423135
"[1.8100335984851978e-06, 2.551032257234685e-06, 7.518685054569274e-06, 1.615982433418426e-05, 1.0700933833103976e-05, 1.9485857681877733e-05, 0.00021926898306822345, 0.00047491839408205167, 0.0001827106533394528, 0.5004280057123972, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0003874377,13.69197
"[1.9861600643230555e-05, 1.574962867182955e-05, 1.4233427038916189e-05, 9.378091691450193e-06, 1.820312563068549e-05, 9.794141906448887e-06, 0.00036637862481205154, 0.0007764462029943746, 0.0009461293254151787, 0.680165055618861, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.254802,0.173414
"[1.2809566534109748e-05, 1.5596661617659745e-05, 4.431381550906121e-06, 2.520709651210096e-06, 1.7307572426210974e-05, 1.1826918760099506e-05, 0.0009212691098961406, 0.0002843699731137441, 4.1966664250059793e-05, 0.8406525101756737, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.762182,0.0265044
"[1.020748572311485e-05, 1.1785283789174286e-05, 1.8165764912917284e-05, 1.0914646950777871e-05, 1.3613230830414883e-05, 1.5153273938746772e-05, 6.694513064561769e-05, 0.0008265296807184906, 0.0005872910663048468, 0.7294176491739819, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.064879,0.26194
"[1.6167358031889715e-05, 1.7375680456415232e-05, 9.305119774490495e-06, 1.7943661800657097e-06, 1.3401253161719858e-05, 2.829282383569378e-06, 0.00024457142557005214, 0.0009798766224139513, 0.00039077886087474014, 0.31721614437492307, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.08921885,0.3866857
"[1.8661672747872045e-05, 1.7536009296341592e-05, 1.195729598641002e-06, 7.70884267696682e-06, 3.3544586842531132e-06, 1.6827247188274376e-05, 0.0005639555083272135, 0.0006855833057395928, 8.487420980224272e-05, 0.7355146982227221, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.172213,0.413721
"[1.6424129906576907e-05, 2.6630721404660724e-06, 1.503331292156478e-05, 1.926078400731189e-05, 1.6998747509348832e-05, 1.0873255434404621e-05, 0.00037220715720131647, 0.0007234971320501097, 0.0007480377776107732, 0.8925426509929169, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",1.53076,0.0327834
"[6.773595344281258e-06, 1.3696631168334173e-05, 1.0355195461030873e-06, 7.020932828179259e-06, 1.608855454533871e-05, 7.739089920392665e-06, 0.00020340631355251, 0.00018080456943949795, 0.0009894055353546914, 0.6209323079121198, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0498974,0.522374
"[1.2506822170498512e-05, 1.620284539981237e-05, 1.3715541665537478e-05, 6.115255858775509e-06, 1.5249780168231803e-05, 1.2508399076147482e-05, 0.0006259293312860073, 0.00016388035623466737, 0.0008743975741704688, 0.3143543919329874, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.2250204,0.3892485
"[3.557406164894471e-06, 2.2807485242396446e-06, 6.914164799199311e-06, 3.6471975665725497e-06, 1.9449116126754845e-05, 1.2103330661611316e-05, 0.000739793629974523, 0.0004680131278687595, 0.000569362038691864, 0.13025867789209258, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.7589251,0.04923039
"[1.1550813394087019e-05, 1.8306562899039237e-05, 4.746469934981999e-06, 1.0281553182937947e-05, 7.5576645605433766e-06, 1.2954798683075776e-05, 0.00012122877615313258, 0.0006898508230409364, 0.0004712567594398037, 0.24218327614972626, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.4308123,0.09845752
"[1.7306818171425937e-05, 1.9423129946677422e-05, 1.6471800938354677e-05, 1.8045120458116264e-05, 1.885153910702429e-05, 4.5186404623896e-06, 0.00014665589713398698, 0.00023144137879429891, 8.355930647928001e-05, 0.5477351512276942, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0607023,0.46432
"[1.9372760916504407e-05, 1.5924195180937844e-05, 2.5604932605287917e-06, 1.6575726112850077e-05, 1.7309934958822382e-05, 6.547196679186147e-06, 0.00033760823836780996, 0.0007486991405339276, 0.0003825169876355571, 0.8946150533309087, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",1.65625,0.0478727
"[1.6267170050647868e-05, 1.7120199124679204e-05, 1.9109135280982478e-05, 1.8629513275915274e-05, 1.6721734237507404e-05, 5.424044493781423e-06, 0.0007618270756255825, 3.0658220890351336e-05, 0.0006793809777028524, 0.6048336455117167, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0253271,1.861
"[1.0070542918743225e-05, 1.2634602233760598e-05, 7.529785895872232e-06, 1.1579055933918793e-05, 9.579634006558575e-06, 1.6205702862391012e-05, 0.0004777812975748161, 0.00010471777804347189, 0.00014813716477806688, 0.7506457705127387, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.105215,0.242299
"[6.548211593627337e-06, 1.3814069702999042e-05, 2.5973628871987246e-06, 4.623629576979643e-06, 8.205018189466675e-06, 8.496699231939705e-06, 0.0008791205902738906, 0.0007777101960617503, 0.0006111721610617829, 0.5382704645526482, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0258887,0.977246
"[1.1646204729927101e-05, 1.6504419372192043e-05, 1.8977330401355738e-05, 3.9164947213237135e-06, 1.652717614716268e-05, 1.4281071770929741e-05, 0.0006344168621104917, 0.00018571432727826232, 0.0006538650981068474, 0.8780426116155757, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.870127,0.0470086
"[4.238545908440144e-06, 1.5724396003531464e-05, 1.7966246828901238e-05, 1.3727344841056684e-05, 1.9241150863402348e-05, 1.9826347688737633e-05, 0.00026284664987157697, 0.0004564824057134168, 0.0003911713541957991, 0.23123682318085717, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.4433513,0.1076015
"[2.6331409118197294e-06, 2.937012186300684e-06, 1.2462666937023497e-05, 1.3502520276292686e-05, 1.8236312702735826e-05, 6.24676344595106e-06, 0.000752623077309843, 0.00025215049831116184, 5.806570581658154e-05, 0.5208763550188205, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.05965955,0.6326796
"[4.642279099990559e-06, 1.6288786602943226e-05, 1.4554071111843829e-05, 1.3791308714911938e-05, 8.372927345231854e-06, 1.557828207567377e-05, 0.0002509939314466227, 3.748688652194475e-05, 0.0008034155507556012, 0.12199118560615452, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.7712939,0.1244457
"[1.906047451249386e-05, 5.584011489023725e-06, 8.038687667933549e-06, 3.730943133022114e-06, 1.414411184619541e-05, 7.768615900209582e-06, 0.0004380606808081686, 0.000471216288769404, 0.0002746154385034652, 0.3674080079407445, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.03615006,0.6950896
"[1.8070547353081213e-05, 5.04146074262602e-06, 1.5621263415828681e-06, 8.396963854928251e-06, 9.176836046345489e-06, 1.8114702808148626e-05, 0.0005135066732554238, 0.0008392067081204731, 0.0008221157267601794, 0.13591190041836193, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.6484532,0.03559097
"[1.4498871682655577e-05, 7.939521993764671e-06, 1.906378303126577e-05, 1.8309402989358308e-05, 1.801113572538521e-05, 1.6899185603436905e-05, 0.00015180909762702076, 0.000985963370947538, 0.0005488306533456079, 0.15283272246276342, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.6478856,0.1159085
