C1, C2, C3, C4, C5, C6, L1, L2, L3, T1, g, r, e
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 1e-06, 1e-06, 0.001, 0.2, 1.10474, 0.5125905, 0.10492407413036862
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 1e-06, 1e-06, 0.001, 0.30000000000000004, 1.079743, 0.5873479, -0.05798185270239746
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 1e-06, 1e-06, 0.001, 0.4, 0.9633028, 0.7679043, -0.17129252230001762
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 1e-06, 1e-06, 0.001, 0.5, 0.6076742, 1.326859, -0.33835248668897727
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 1e-06, 1e-06, 0.001, 0.6, 0.009030821, 73.55733, -0.25068034178268156
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 1e-06, 1e-06, 0.001, 0.7000000000000001, 0.07617452, 6.012462, 0.037879623085829324
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 1e-06, 1e-06, 0.001, 0.8, 0.1084262, 3.194543, 0.055432398037913035
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 1e-06, 1e-06, 0.001, 0.9, 0.1083443, 1.891428, 0.08420061767227462
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 1e-06, 0.001, 1e-06, 0.1, 1.139158, 0.5908582, -0.08948384952157439
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 1e-06, 0.001, 1e-06, 0.2, 1.497731, 1.099922, -1.3657782221103258
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 1e-06, 0.001, 1e-06, 0.30000000000000004, 2.635847, 1.608953, -3.5196865780435433
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 1e-06, 0.001, 1e-06, 0.4, 2.638906, 1.066866, -3.995675308631437
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 1e-06, 0.001, 1e-06, 0.5, 2.077301, 1.165739, -3.910119945742286
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 1e-06, 0.001, 1e-06, 0.6, 1.177784, 1.645545, -3.1507497433994143
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 1e-06, 0.001, 1e-06, 0.7000000000000001, 0.01185814, 116.1252, -1.932757534344054
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 1e-06, 0.001, 1e-06, 0.8, 0.0001322257, 6589.041, -1.1440129165082893
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 1e-06, 0.001, 1e-06, 0.9, 0.4621205, 3.43922, -0.9535455016004025
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 1e-06, 0.001, 0.001, 0.1, 1.045186, 0.3578011, 0.46487411775905274
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 1e-06, 0.001, 0.001, 0.2, 1.034151, 0.6382632, 0.0013607463174932662
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 1e-06, 0.001, 0.001, 0.30000000000000004, 0.9699827, 0.8572983, -0.19614394676684183
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 1e-06, 0.001, 0.001, 0.4, 0.8036006, 1.087464, -0.21710827053145054
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 1e-06, 0.001, 0.001, 0.5, 0.5449798, 1.61518, -0.19015206075564361
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 1e-06, 0.001, 0.001, 0.6, 0.01016006, 82.27675, -0.06510117839829352
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 1e-06, 0.001, 0.001, 0.7000000000000001, 0.002142714, 308.9185, 0.11634166458950966
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 1e-06, 0.001, 0.001, 0.8, 0.003774356, 118.9864, 0.19857104569833225
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 1e-06, 0.001, 0.001, 0.9, 0.1856475, 2.957189, 0.0765112471302146
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 0.001, 1e-06, 1e-06, 0.1, 1.189876, 0.4276616, 0.356018609633026
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 0.001, 1e-06, 1e-06, 0.2, 1.189709, 0.4840764, 0.22219595692100283
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 0.001, 1e-06, 1e-06, 0.30000000000000004, 1.171796, 0.5938098, -0.10130220249266719
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 0.001, 1e-06, 1e-06, 0.4, 1.056212, 0.8326718, -0.8203252448106896
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 0.001, 1e-06, 1e-06, 0.5, 0.6371005, 1.55206, -1.7494205270376786
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 0.001, 1e-06, 1e-06, 0.6, 0.004230916, 174.1101, -1.7748871707886102
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 0.001, 1e-06, 1e-06, 0.7000000000000001, 0.0476107, 10.4469, -1.6649814780220349
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 0.001, 1e-06, 1e-06, 0.8, 0.0187242, 19.99309, -2.1309222355335873
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 0.001, 1e-06, 1e-06, 0.9, 0.040381, 7.99623, -5.13864506084248
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 0.001, 1e-06, 0.001, 0.1, 0.7294559, 0.1275794, 0.9901624759232002
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 0.001, 1e-06, 0.001, 0.2, 0.4789198, 0.2046948, 0.987547789661454
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 0.001, 1e-06, 0.001, 0.30000000000000004, 0.1688964, 0.5564338, 0.9811589516373405
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 0.001, 1e-06, 0.001, 0.4, 0.0271421, 2.52076, 0.9719745991584867
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 0.001, 1e-06, 0.001, 0.5, 0.000329454, 9.83666, 0.9688181693744269
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 0.001, 1e-06, 0.001, 0.6, 0.0045557, 2.79149, 0.9612944970773213
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 0.001, 1e-06, 0.001, 0.7000000000000001, 0.0151711, 2.118, 0.9459660432153596
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 0.001, 1e-06, 0.001, 0.8, 0.03874258, 1.165611, 0.9247931335842917
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 0.001, 1e-06, 0.001, 0.9, 0.0621677, 0.81944, 0.7150059329626781
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 0.001, 0.001, 1e-06, 0.1, 1.043186, 0.2649684, 0.73248184888849
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 0.001, 0.001, 1e-06, 0.2, 1.372102, 0.6842329, -0.22111023874621438
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 0.001, 0.001, 1e-06, 0.30000000000000004, 1.536444, 1.114985, -0.7812068392853141
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 0.001, 0.001, 1e-06, 0.4, 1.398649, 1.727395, -1.5111315664419207
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 0.001, 0.001, 1e-06, 0.5, 0.8201068, 3.476464, -1.854244456869912
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 0.001, 0.001, 1e-06, 0.6, 0.0208746, 126.264, -1.627969933225272
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 0.001, 0.001, 1e-06, 0.7000000000000001, 0.0278797, 80.0281, -1.1114068685178233
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 0.001, 0.001, 1e-06, 0.8, 0.0422922, 42.0725, -0.6146876503084308
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 0.001, 0.001, 1e-06, 0.9, 0.0822496, 15.6905, -0.12468671798395999
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 0.001, 0.001, 0.001, 0.1, 0.7290808, 0.1257633, 0.9895952803134852
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 0.001, 0.001, 0.001, 0.2, 0.4770343, 0.2031092, 0.9880761782621659
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 0.001, 0.001, 0.001, 0.30000000000000004, 0.1649398, 0.5652101, 0.9815750200287802
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 0.001, 0.001, 0.001, 0.4, 0.026204, 2.69531, 0.97226468055401
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 0.001, 0.001, 0.001, 0.5, 0.000236733, 11.5389, 0.968830825315876
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 0.001, 0.001, 0.001, 0.6, 0.00646124, 0.581736, 0.9613836432556788
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 0.001, 0.001, 0.001, 0.7000000000000001, 0.0235897, 0.481852, 0.9457085030638598
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 0.001, 0.001, 0.001, 0.8, 0.04021847, 0.3644711, 0.9222948029351293
1e-06, 1e-06, 1e-06, 2e-05, 2e-05, 2e-05, 0.001, 0.001, 0.001, 0.9, 0.0620012, 0.851299, 0.7174384574776612
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.1, 1.226591, 0.0381037, 0.34547388265114504
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.2, 1.778419, 0.0537181, -0.48826874590327585
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.30000000000000004, 3.204652, 0.05997906, -2.4485181130071085
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.4, 5.657267, 0.05695255, -3.2526618001312593
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.5, 5.123058, 0.05393205, -3.7089463524865276
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.6, 4.41926, 0.05506988, -3.888931112630557
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.7000000000000001, 4.504467, 0.06556876, -6.230036240213299
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.8, 4.016108, 0.2162509, -19.202361837656063
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.9, 0.410784, 1.30151, -13.087896318307266
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.1, 1.160628, 0.04921748, 0.5549978758004098
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.2, 2.17974, 0.08214649, -0.7018756092350887
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.30000000000000004, 5.671375, 0.09073073, -4.81639100525976
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.4, 5.462193, 0.0837698, -4.377065248138682
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.5, 6.360617, 0.1052153, -7.569296292394943
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.6, 6.200413, 0.4342401, -29.25867917822457
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.7000000000000001, 0.486961, 5.19392, -28.48548963556417
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.8, 0.691225, 2.23304, -18.480898171234358
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.9, 0.71729, 0.743973, -6.1794978262826925
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 0.1, 1.076097, 0.3544633, 0.3517935479005389
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 0.2, 1.300795, 0.6496254, -0.5717330893925641
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 0.30000000000000004, 1.610673, 0.8945857, -1.4624212001053443
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 0.4, 2.717636, 1.019548, -2.224246502760939
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 0.5, 5.655815, 0.8409513, -3.4242037187698076
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 0.6, 6.478796, 0.7774874, -3.93084909578533
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 0.7000000000000001, 5.944149, 1.041811, -4.744309654151225
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 0.8, 2.654504, 2.611136, -5.5301075515963225
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 0.9, 1.10487, 15.1244, -11.186011868725018
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 0.1, 0.9861303, 0.3713934, 0.6184736076044991
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 0.2, 1.211527, 0.7477107, -0.07080407150286917
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 0.30000000000000004, 2.012472, 1.262145, -1.5712804085272987
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 0.4, 3.130542, 1.095123, -3.2134308300619656
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 0.5, 3.048093, 1.32143, -3.829004746528634
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 0.6, 1.195835, 4.321197, -4.742409360213767
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 0.7000000000000001, 0.440011, 13.6123, -4.668655767419721
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 0.8, 0.66841, 10.0394, -4.898234601648332
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 0.9, 0.127396, 92.5395, -7.771339316504891
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 1e-06, 0.1, 1.3235, 0.02914478, 0.1511031827106678
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 1e-06, 0.2, 1.995194, 0.05236794, -0.8480391988739114
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 1e-06, 0.30000000000000004, 2.197814, 0.05866866, -0.7694214335375252
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 1e-06, 0.4, 2.264948, 0.06107738, -1.0279027063603106
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 1e-06, 0.5, 2.290488, 0.06336737, -1.4750583727443636
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 1e-06, 0.6, 2.240143, 0.06650397, -2.882777118723244
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 1e-06, 0.7000000000000001, 1.88214, 0.05727464, -8.31197015889263
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 1e-06, 0.8, 0.8040875, 0.1062096, -74.76384870906698
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 1e-06, 0.9, 0.209863, 0.62522, -25.226818009631362
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 0.001, 0.1, 0.5612695, 0.1141241, 0.9850308560061322
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 0.001, 0.2, 0.1344012, 0.09396575, 0.9232206474754193
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 0.001, 0.30000000000000004, 0.04690872, 0.2381977, 0.9032692310132915
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 0.001, 0.4, 0.01016211, 0.7849741, 0.9352173273365116
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 0.001, 0.5, 0.006142279, 1.179977, 0.9624893479244603
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 0.001, 0.6, 0.004811159, 2.331085, 0.9338021195982196
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 0.001, 0.7000000000000001, 0.005675326, 1.840231, 0.8000274216841428
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 0.001, 0.8, 0.003694163, 2.265039, 0.8199566343373685
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 0.001, 0.9, 0.0605595, 0.224657, 0.2772360471714365
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 1e-06, 0.1, 1.139383, 0.2199949, 0.5609932292589694
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 1e-06, 0.2, 1.534227, 0.4445362, 0.13070449363774958
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 1e-06, 0.30000000000000004, 2.099828, 0.636736, -0.32736150600272246
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 1e-06, 0.4, 2.001757, 0.6344621, -0.24590174326114897
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 1e-06, 0.5, 1.907747, 0.6092611, -0.06313259681655684
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 1e-06, 0.6, 1.728795, 0.6953641, -0.02178466363980285
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 1e-06, 0.7000000000000001, 1.384399, 0.9340472, -0.11260889022235605
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 1e-06, 0.8, 0.8128372, 1.586073, -0.11069288362226544
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 1e-06, 0.9, 0.02393774, 40.22937, 0.13777783097752552
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 0.001, 0.1, 0.6005264, 0.07841983, 0.9850988131311772
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 0.001, 0.2, 0.1184389, 0.1766901, 0.9116021826988305
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 0.001, 0.30000000000000004, 0.03619336, 0.4448197, 0.8768938942882196
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 0.001, 0.4, 0.008998474, 0.6694068, 0.9413067871322073
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 0.001, 0.5, 0.004586972, 1.054392, 0.9643376517138637
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 0.001, 0.6, 0.006289102, 2.578338, 0.9263626169618547
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 0.001, 0.7000000000000001, 0.0009079633, 9.935985, 0.5911399149481927
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 0.001, 0.8, 0.000564029, 15.7463, 0.6953444488259615
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 0.001, 0.9, 0.109413, 0.270154, -1.7417321446886973
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.1, 1.23011, 0.03572471, 0.3252072764254639
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.2, 1.753427, 0.05253879, -0.5322291012578959
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.30000000000000004, 3.332039, 0.06932515, -2.4153248619217993
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.4, 5.602357, 0.07588097, -5.51851239061901
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.5, 4.806772, 0.0745662, -4.761406574053835
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.6, 5.38941, 0.09782872, -8.484475843978446
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.7000000000000001, 2.697965, 0.7901744, -28.953144723812738
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.8, 0.357993, 4.2512, -20.322603456197537
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.9, 0.510251, 1.40693, -9.584636508192759
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 0.1, 1.407299, 0.06814626, 0.4657425688099589
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 0.2, 2.636221, 0.082146, -0.8687612473760208
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 0.30000000000000004, 5.128266, 0.08464549, -3.899671039667629
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 0.4, 5.353047, 0.08348961, -4.161145325585373
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 0.5, 5.957836, 0.1158107, -7.219558303074302
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 0.6, 3.362845, 0.4919201, -15.585930931187816
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 0.7000000000000001, 0.183062, 7.97005, -13.661542633024439
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 0.8, 0.484924, 2.11492, -12.295787852940578
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 0.9, 0.673177, 0.760909, -5.4625639926358724
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 1e-06, 0.1, 1.076562, 0.3669683, 0.3574458396494612
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 1e-06, 0.2, 1.27199, 0.6352658, -0.45783989972813455
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 1e-06, 0.30000000000000004, 1.548772, 0.8744334, -1.154719682474285
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 1e-06, 0.4, 2.436671, 1.206815, -2.479302408696642
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 1e-06, 0.5, 3.768653, 1.042564, -4.134322148099041
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 1e-06, 0.6, 3.267102, 1.215748, -4.036013904067723
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 1e-06, 0.7000000000000001, 0.9177196, 4.462986, -4.221118393912399
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 1e-06, 0.8, 0.522183, 8.37169, -3.6836259375665064
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 1e-06, 0.9, 0.940081, 6.45499, -3.7979008013928244
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 0.001, 0.1, 1.10558, 0.3416907, 0.5285890656316956
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 0.001, 0.2, 1.367834, 0.6683856, -0.13843659147694864
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 0.001, 0.30000000000000004, 2.211775, 1.10637, -1.539982173498079
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 0.001, 0.4, 3.352643, 1.27194, -4.0240099989588245
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 0.001, 0.5, 3.333878, 1.523494, -4.5353068404949965
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 0.001, 0.6, 0.8516437, 7.24383, -5.34192315678944
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 0.001, 0.7000000000000001, 0.954049, 6.50067, -4.688633515338631
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 0.001, 0.8, 0.681993, 13.3297, -6.053762368028673
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 0.001, 0.9, 0.133017, 87.6016, -7.253903540594268
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 0.001, 1e-06, 1e-06, 0.1, 1.124781, 0.04782447, 0.4690868567027019
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 0.001, 1e-06, 1e-06, 0.2, 1.3498, 0.07405012, -0.40122790025282296
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 0.001, 1e-06, 1e-06, 0.30000000000000004, 1.371308, 0.06565158, -0.9425206783253839
1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 2e-05, 0.001, 1e-06, 1e-06, 0.4, 1.203533, 0.06404425, -1.498378525766969
